id,protocol,deviceid,servertime,devicetime,fixtime,valid,latitude,longitude,altitude,speed,course,address,attributes,accuracy,network
5471277,calamp,14,"2021-07-22 14:05:16","2021-07-22 12:29:00","2021-07-22 12:29:00",1,10.5964945,-71.6405161,0,0,288,NULL,"{"sat":0,"carrier":42,"rssi":0,"modem":0,"hdop":0,"input":254,"ignition":false,"status":8,"event":12,"append":0,"acc0":2080374785,"acc1":0,"acc2":3485446657,"acc3":0,"acc4":0,"acc5":0,"acc6":0,"acc7":0,"acc8":0,"acc9":0,"acc10":0,"acc11":0,"acc12":0,"acc13":0,"acc14":0,"acc15":0,"distance":0.0,"totalDistance":0.0,"motion":false}",0,null
5471278,calamp,14,"2021-07-22 14:05:17","2021-07-22 12:29:11","2021-07-22 12:29:11",1,10.5964945,-71.6405161,0,0,288,NULL,"{"sat":0,"carrier":42,"rssi":-81,"modem":70,"hdop":0,"input":254,"ignition":false,"status":8,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.0,"totalDistance":0.0,"motion":false}",0,null
5471279,calamp,14,"2021-07-22 14:05:17","2021-07-22 12:29:21","2021-07-22 12:29:21",1,10.5964945,-71.6405161,0,0,288,NULL,"{"sat":0,"carrier":42,"rssi":-81,"modem":70,"hdop":0,"input":254,"ignition":false,"status":8,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.0,"totalDistance":0.0,"motion":false}",0,null
5471280,calamp,14,"2021-07-22 14:05:17","2021-07-22 12:29:31","2021-07-22 12:29:31",1,10.5964945,-71.6405161,0,0,288,NULL,"{"sat":0,"carrier":42,"rssi":-81,"modem":70,"hdop":0,"input":254,"ignition":false,"status":8,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.0,"totalDistance":0.0,"motion":false}",0,null
5471281,calamp,14,"2021-07-22 14:05:18","2021-07-22 12:29:41","2021-07-22 12:29:41",1,10.5964945,-71.6405161,0,0,288,NULL,"{"sat":0,"carrier":42,"rssi":-75,"modem":79,"hdop":0,"input":254,"ignition":false,"status":8,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.0,"totalDistance":0.0,"motion":false}",0,null
5471282,calamp,14,"2021-07-22 14:05:18","2021-07-22 12:29:51","2021-07-22 12:29:51",1,10.5964945,-71.6405161,0,0,288,NULL,"{"sat":0,"carrier":42,"rssi":-81,"modem":79,"hdop":0,"input":254,"ignition":false,"status":8,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.0,"totalDistance":0.0,"motion":false}",0,null
5471283,calamp,14,"2021-07-22 14:05:19","2021-07-22 12:30:01","2021-07-22 12:30:01",1,10.5964945,-71.6405161,0,0,288,NULL,"{"sat":0,"carrier":42,"rssi":-81,"modem":79,"hdop":0,"input":254,"ignition":false,"status":8,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.0,"totalDistance":0.0,"motion":false}",0,null
5471284,calamp,14,"2021-07-22 14:05:19","2021-07-22 12:30:11","2021-07-22 12:30:11",1,10.5964945,-71.6405161,0,0,288,NULL,"{"sat":0,"carrier":42,"rssi":-81,"modem":79,"hdop":0,"input":254,"ignition":false,"status":8,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.0,"totalDistance":0.0,"motion":false}",0,null
5471285,calamp,14,"2021-07-22 14:05:19","2021-07-22 12:30:21","2021-07-22 12:30:21",1,10.5964945,-71.6405161,0,0,288,NULL,"{"sat":0,"carrier":42,"rssi":-81,"modem":79,"hdop":0,"input":254,"ignition":false,"status":8,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.0,"totalDistance":0.0,"motion":false}",0,null
5471287,calamp,14,"2021-07-22 14:05:20","2021-07-22 12:30:31","2021-07-22 12:30:31",1,10.5964945,-71.6405161,0,0,288,NULL,"{"sat":0,"carrier":42,"rssi":-81,"modem":79,"hdop":0,"input":254,"ignition":false,"status":8,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.0,"totalDistance":0.0,"motion":false}",0,null
5471288,calamp,14,"2021-07-22 14:05:21","2021-07-22 12:30:41","2021-07-22 12:30:41",1,10.5964945,-71.6405161,0,0,288,NULL,"{"sat":0,"carrier":42,"rssi":-81,"modem":79,"hdop":0,"input":254,"ignition":false,"status":8,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.0,"totalDistance":0.0,"motion":false}",0,null
5471289,calamp,14,"2021-07-22 14:05:21","2021-07-22 12:30:51","2021-07-22 12:30:51",1,10.5964945,-71.6405161,0,0,288,NULL,"{"sat":0,"carrier":42,"rssi":-81,"modem":79,"hdop":0,"input":254,"ignition":false,"status":8,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.0,"totalDistance":0.0,"motion":false}",0,null
5471290,calamp,14,"2021-07-22 14:05:22","2021-07-22 12:31:04","2021-07-22 12:31:04",1,10.5965106,-71.6406025,10.92,0.0971922,282,NULL,"{"sat":5,"carrier":42,"rssi":-81,"modem":79,"hdop":17,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":9.62,"totalDistance":9.62,"motion":true}",0,null
5471291,calamp,14,"2021-07-22 14:05:22","2021-07-22 12:31:14","2021-07-22 12:31:14",1,10.5965016,-71.6405841,16.12,0.0971922,282,NULL,"{"sat":5,"carrier":42,"rssi":-81,"modem":79,"hdop":17,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":2.25,"totalDistance":11.87,"motion":true}",0,null
5471292,calamp,14,"2021-07-22 14:05:23","2021-07-22 12:31:24","2021-07-22 12:31:24",1,10.5964945,-71.6405783,22.38,0,282,NULL,"{"sat":6,"carrier":42,"rssi":-81,"modem":79,"hdop":15,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":1.01,"totalDistance":12.88,"motion":false}",0,null
5471293,calamp,14,"2021-07-22 14:05:23","2021-07-22 12:31:33","2021-07-22 12:31:33",1,10.596482799999999,-71.64056409999999,25.66,0.0388769,282,NULL,"{"sat":7,"carrier":42,"rssi":-81,"modem":79,"hdop":10,"input":254,"ignition":false,"status":0,"event":60,"append":0,"acc0":2080374785,"acc1":0,"acc2":3485446657,"acc3":0,"acc4":0,"acc5":0,"acc6":0,"acc7":0,"acc8":0,"acc9":0,"acc10":0,"acc11":0,"acc12":0,"acc13":0,"acc14":0,"acc15":0,"distance":2.03,"totalDistance":14.91,"motion":true}",0,null
5471294,calamp,14,"2021-07-22 14:05:23","2021-07-22 12:31:34","2021-07-22 12:31:34",1,10.5964823,-71.6405638,25.86,0,282,NULL,"{"sat":7,"carrier":42,"rssi":-81,"modem":79,"hdop":10,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.06,"totalDistance":14.97,"motion":false}",0,null
5471295,calamp,14,"2021-07-22 14:05:24","2021-07-22 12:31:44","2021-07-22 12:31:44",1,10.5964805,-71.6405673,27.55,0.0388769,282,NULL,"{"sat":7,"carrier":42,"rssi":-81,"modem":79,"hdop":10,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.43,"totalDistance":15.4,"motion":true}",0,null
5471296,calamp,14,"2021-07-22 14:05:24","2021-07-22 12:31:54","2021-07-22 12:31:54",1,10.5964718,-71.6405643,27.02,0,282,NULL,"{"sat":7,"carrier":42,"rssi":-81,"modem":79,"hdop":10,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":1.02,"totalDistance":16.42,"motion":false}",0,null
5471297,calamp,14,"2021-07-22 14:05:25","2021-07-22 12:31:59","2021-07-22 12:31:59",1,10.5964668,-71.6405636,27.64,0.0388769,282,NULL,"{"sat":7,"carrier":42,"rssi":-81,"modem":79,"hdop":10,"input":255,"ignition":true,"status":0,"event":21,"append":0,"acc0":2080374785,"distance":0.56,"totalDistance":16.98,"motion":true}",0,null
5471298,calamp,14,"2021-07-22 14:05:26","2021-07-22 12:32:18","2021-07-22 12:32:18",1,10.596442999999999,-71.6405515,33.64,0.0388769,157,NULL,"{"sat":7,"carrier":42,"rssi":-81,"modem":79,"hdop":9,"input":254,"ignition":false,"status":0,"event":20,"append":0,"acc0":2080374785,"distance":2.96,"totalDistance":19.94,"motion":true}",0,null
5471299,calamp,14,"2021-07-22 14:05:26","2021-07-22 12:32:38","2021-07-22 12:32:38",1,10.5964183,-71.6405556,48.2,0.311015,157,NULL,"{"sat":7,"carrier":42,"rssi":-89,"modem":79,"hdop":9,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":2.79,"totalDistance":22.73,"motion":true}",0,null
5471300,calamp,14,"2021-07-22 14:05:26","2021-07-22 12:32:48","2021-07-22 12:32:48",1,10.596406799999999,-71.6405518,53.17,0.0388769,157,NULL,"{"sat":8,"carrier":42,"rssi":-89,"modem":79,"hdop":9,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":1.35,"totalDistance":24.08,"motion":true}",0,null
5471301,calamp,14,"2021-07-22 14:05:27","2021-07-22 12:32:58","2021-07-22 12:32:58",1,10.5964148,-71.6405578,52.61,0,157,NULL,"{"sat":8,"carrier":42,"rssi":-89,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":1.11,"totalDistance":25.19,"motion":false}",0,null
5471302,calamp,14,"2021-07-22 14:05:27","2021-07-22 12:33:08","2021-07-22 12:33:08",1,10.5964238,-71.6405611,51.06,0.155508,157,NULL,"{"sat":9,"carrier":42,"rssi":-89,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":1.06,"totalDistance":26.25,"motion":true}",0,null
5471303,calamp,14,"2021-07-22 14:05:28","2021-07-22 12:33:18","2021-07-22 12:33:18",1,10.596425799999999,-71.64055979999999,50.94,0,157,NULL,"{"sat":9,"carrier":42,"rssi":-89,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.26,"totalDistance":26.51,"motion":false}",0,null
5471304,calamp,14,"2021-07-22 14:05:28","2021-07-22 12:33:29","2021-07-22 12:33:29",1,10.596423,-71.6405601,52.09,0.0388769,157,NULL,"{"sat":9,"carrier":42,"rssi":-89,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.31,"totalDistance":26.82,"motion":true}",0,null
5471305,calamp,14,"2021-07-22 14:05:28","2021-07-22 12:33:39","2021-07-22 12:33:39",1,10.5964213,-71.6405588,51.61,0,157,NULL,"{"sat":10,"carrier":42,"rssi":-89,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.24,"totalDistance":27.06,"motion":false}",0,null
5471306,calamp,14,"2021-07-22 14:05:29","2021-07-22 12:33:49","2021-07-22 12:33:49",1,10.5964213,-71.6405606,51.35,0,157,NULL,"{"sat":10,"carrier":42,"rssi":-89,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.2,"totalDistance":27.26,"motion":false}",0,null
5471307,calamp,14,"2021-07-22 14:05:29","2021-07-22 12:33:59","2021-07-22 12:33:59",1,10.5964203,-71.6405558,50.54,0,157,NULL,"{"sat":10,"carrier":42,"rssi":-89,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.54,"totalDistance":27.8,"motion":false}",0,null
5471309,calamp,14,"2021-07-22 14:05:30","2021-07-22 12:34:03","2021-07-22 12:34:03",1,10.59642,-71.64055309999999,50.61,0,157,NULL,"{"sat":10,"carrier":42,"rssi":-89,"modem":79,"hdop":9,"input":254,"ignition":false,"status":0,"event":60,"append":0,"acc0":2080374785,"acc1":0,"acc2":3485446657,"acc3":0,"acc4":0,"acc5":0,"acc6":0,"acc7":0,"acc8":0,"acc9":0,"acc10":0,"acc11":0,"acc12":0,"acc13":0,"acc14":0,"acc15":0,"distance":0.3,"totalDistance":28.1,"motion":false}",0,null
5471310,calamp,14,"2021-07-22 14:05:30","2021-07-22 12:34:09","2021-07-22 12:34:09",1,10.596423099999999,-71.6405541,51.61,0,157,NULL,"{"sat":10,"carrier":42,"rssi":-89,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.36,"totalDistance":28.46,"motion":false}",0,null
5471311,calamp,14,"2021-07-22 14:05:31","2021-07-22 12:34:19","2021-07-22 12:34:19",1,10.596436299999999,-71.6405596,51.51,0.0388769,157,NULL,"{"sat":10,"carrier":42,"rssi":-89,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":1.59,"totalDistance":30.05,"motion":true}",0,null
5471312,calamp,14,"2021-07-22 14:05:31","2021-07-22 12:34:29","2021-07-22 12:34:29",1,10.5964466,-71.64057,50.32,0.0388769,157,NULL,"{"sat":9,"carrier":42,"rssi":-89,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":1.62,"totalDistance":31.67,"motion":true}",0,null
5471313,calamp,14,"2021-07-22 14:05:31","2021-07-22 12:34:39","2021-07-22 12:34:39",1,10.5964456,-71.6405718,49.96,0.0388769,157,NULL,"{"sat":8,"carrier":42,"rssi":-89,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.23,"totalDistance":31.9,"motion":true}",0,null
5471314,calamp,14,"2021-07-22 14:05:32","2021-07-22 12:34:45","2021-07-22 12:34:45",1,10.5964443,-71.6405781,49.36,0.0971922,157,NULL,"{"sat":10,"carrier":42,"rssi":-89,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":83,"append":0,"acc0":2080374785,"acc1":0,"acc2":3485446657,"acc3":0,"acc4":0,"acc5":0,"acc6":0,"acc7":0,"acc8":0,"acc9":0,"acc10":0,"acc11":0,"acc12":0,"acc13":0,"acc14":0,"acc15":0,"distance":0.7,"totalDistance":32.6,"motion":true}",0,null
5471315,calamp,14,"2021-07-22 14:05:32","2021-07-22 12:34:49","2021-07-22 12:34:49",1,10.5964428,-71.6405815,48.72,0.0388769,157,NULL,"{"sat":9,"carrier":42,"rssi":-89,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.41,"totalDistance":33.01,"motion":true}",0,null
5471316,calamp,14,"2021-07-22 14:05:33","2021-07-22 12:34:59","2021-07-22 12:34:59",1,10.596439499999999,-71.6405805,48.77,0.0388769,157,NULL,"{"sat":9,"carrier":42,"rssi":-95,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.38,"totalDistance":33.39,"motion":true}",0,null
5471317,calamp,14,"2021-07-22 14:05:33","2021-07-22 12:35:09","2021-07-22 12:35:09",1,10.596439799999999,-71.6405785,47.82,0,157,NULL,"{"sat":10,"carrier":42,"rssi":-95,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.22,"totalDistance":33.61,"motion":false}",0,null
5471318,calamp,14,"2021-07-22 14:05:33","2021-07-22 12:35:19","2021-07-22 12:35:19",1,10.5964403,-71.6405765,47.77,0,157,NULL,"{"sat":10,"carrier":42,"rssi":-95,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.23,"totalDistance":33.84,"motion":false}",0,null
5471320,calamp,14,"2021-07-22 14:05:34","2021-07-22 12:35:29","2021-07-22 12:35:29",1,10.5964438,-71.6405795,45.57,0.0388769,157,NULL,"{"sat":10,"carrier":42,"rssi":-95,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.51,"totalDistance":34.35,"motion":true}",0,null
5471321,calamp,14,"2021-07-22 14:05:34","2021-07-22 12:35:39","2021-07-22 12:35:39",1,10.596449999999999,-71.6405848,41.04,0.0388769,157,NULL,"{"sat":10,"carrier":42,"rssi":-95,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.9,"totalDistance":35.25,"motion":true}",0,null
5471322,calamp,14,"2021-07-22 14:05:34","2021-07-22 12:35:49","2021-07-22 12:35:49",1,10.5964481,-71.64058949999999,40.02,0,157,NULL,"{"sat":10,"carrier":42,"rssi":-95,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.56,"totalDistance":35.81,"motion":false}",0,null
5471323,calamp,14,"2021-07-22 14:05:35","2021-07-22 12:35:59","2021-07-22 12:35:59",1,10.596452099999999,-71.6405896,36.74,0,157,NULL,"{"sat":11,"carrier":42,"rssi":-95,"modem":79,"hdop":7,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.45,"totalDistance":36.26,"motion":false}",0,null
5471324,calamp,14,"2021-07-22 14:05:35","2021-07-22 12:36:09","2021-07-22 12:36:09",1,10.5964558,-71.6405931,35.16,0.0388769,157,NULL,"{"sat":11,"carrier":42,"rssi":-95,"modem":79,"hdop":7,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.56,"totalDistance":36.82,"motion":true}",0,null
5471325,calamp,14,"2021-07-22 14:05:36","2021-07-22 12:36:19","2021-07-22 12:36:19",1,10.596456,-71.6405951,35.94,0.0388769,157,NULL,"{"sat":11,"carrier":42,"rssi":-95,"modem":79,"hdop":7,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.22,"totalDistance":37.04,"motion":true}",0,null
5471326,calamp,14,"2021-07-22 14:05:36","2021-07-22 12:36:29","2021-07-22 12:36:29",1,10.5964546,-71.6405978,36.62,0,157,NULL,"{"sat":11,"carrier":42,"rssi":-95,"modem":79,"hdop":7,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.33,"totalDistance":37.37,"motion":false}",0,null
5471327,calamp,14,"2021-07-22 14:05:37","2021-07-22 12:36:33","2021-07-22 12:36:33",1,10.5964545,-71.64059979999999,35.98,0.0971922,157,NULL,"{"sat":10,"carrier":42,"rssi":-95,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":60,"append":0,"acc0":2080374785,"acc1":0,"acc2":3485446657,"acc3":0,"acc4":0,"acc5":0,"acc6":0,"acc7":0,"acc8":0,"acc9":0,"acc10":0,"acc11":0,"acc12":0,"acc13":0,"acc14":0,"acc15":0,"distance":0.22,"totalDistance":37.59,"motion":true}",0,null
5471328,calamp,14,"2021-07-22 14:05:38","2021-07-22 12:36:39","2021-07-22 12:36:39",1,10.5964561,-71.64060309999999,34.37,0.0388769,157,NULL,"{"sat":10,"carrier":42,"rssi":-83,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.4,"totalDistance":37.99,"motion":true}",0,null
5471329,calamp,14,"2021-07-22 14:05:38","2021-07-22 12:36:50","2021-07-22 12:36:50",1,10.596459099999999,-71.6406086,30.6,0.0388769,157,NULL,"{"sat":10,"carrier":42,"rssi":-83,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.69,"totalDistance":38.68,"motion":true}",0,null
5471330,calamp,14,"2021-07-22 14:05:39","2021-07-22 12:37:00","2021-07-22 12:37:00",1,10.5964636,-71.6406076,29.64,0.0388769,157,NULL,"{"sat":10,"carrier":42,"rssi":-83,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.51,"totalDistance":39.19,"motion":true}",0,null
5471331,calamp,14,"2021-07-22 14:05:39","2021-07-22 12:37:10","2021-07-22 12:37:10",1,10.5964691,-71.6406021,29.33,0.0388769,157,NULL,"{"sat":11,"carrier":42,"rssi":-83,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.86,"totalDistance":40.05,"motion":true}",0,null
5471332,calamp,14,"2021-07-22 14:05:39","2021-07-22 12:37:18","2021-07-22 12:37:18",1,10.596472799999999,-71.64059379999999,29.34,0,157,NULL,"{"sat":11,"carrier":42,"rssi":-83,"modem":79,"hdop":8,"input":254,"ignition":false,"status":0,"event":40,"append":0,"acc0":2080374785,"acc1":0,"acc2":3485446657,"acc3":0,"acc4":0,"acc5":0,"acc6":0,"acc7":0,"acc8":0,"acc9":0,"acc10":0,"acc11":0,"acc12":0,"acc13":0,"acc14":0,"acc15":0,"distance":1.0,"totalDistance":41.05,"motion":false}",0,null
5471334,calamp,14,"2021-07-22 14:05:40","2021-07-22 12:43:39","2021-07-22 12:43:39",1,10.5964755,-71.640593,0,0,157,NULL,"{"sat":0,"carrier":42,"rssi":0,"modem":0,"hdop":0,"input":255,"ignition":true,"status":8,"event":12,"append":0,"acc0":2080374785,"acc1":0,"acc2":3485446657,"acc3":0,"acc4":0,"acc5":0,"acc6":0,"acc7":0,"acc8":0,"acc9":0,"acc10":0,"acc11":0,"acc12":0,"acc13":0,"acc14":0,"acc15":0,"distance":0.31,"totalDistance":41.36,"motion":false}",0,null
5471335,calamp,14,"2021-07-22 14:05:40","2021-07-22 12:43:39","2021-07-22 12:43:39",1,10.5964755,-71.640593,0,0,157,NULL,"{"sat":0,"carrier":42,"rssi":0,"modem":0,"hdop":0,"input":255,"ignition":true,"status":8,"event":21,"append":0,"acc0":2080374785,"distance":0.0,"totalDistance":41.36,"motion":false}",0,null
5471336,calamp,14,"2021-07-22 14:05:41","2021-07-22 12:43:41","2021-07-22 12:43:41",1,10.5964755,-71.640593,0,0,157,NULL,"{"sat":0,"carrier":42,"rssi":0,"modem":0,"hdop":0,"input":254,"ignition":false,"status":8,"event":83,"append":0,"acc0":2080374785,"acc1":0,"acc2":3485446657,"acc3":0,"acc4":0,"acc5":0,"acc6":0,"acc7":0,"acc8":0,"acc9":0,"acc10":0,"acc11":0,"acc12":0,"acc13":0,"acc14":0,"acc15":0,"distance":0.0,"totalDistance":41.36,"motion":false}",0,null
5471337,calamp,14,"2021-07-22 14:05:42","2021-07-22 12:43:47","2021-07-22 12:43:47",1,10.5964755,-71.640593,0,0,157,NULL,"{"sat":0,"carrier":42,"rssi":-83,"modem":70,"hdop":0,"input":255,"ignition":true,"status":8,"event":84,"append":0,"acc0":2080374785,"acc1":0,"acc2":3485446657,"acc3":0,"acc4":0,"acc5":0,"acc6":0,"acc7":0,"acc8":0,"acc9":0,"acc10":0,"acc11":0,"acc12":0,"acc13":0,"acc14":0,"acc15":0,"distance":0.0,"totalDistance":41.36,"motion":false}",0,null
5471338,calamp,14,"2021-07-22 14:05:42","2021-07-22 12:44:17","2021-07-22 12:44:17",1,10.5964755,-71.640593,0,0,157,NULL,"{"sat":0,"carrier":42,"rssi":-83,"modem":79,"hdop":0,"input":255,"ignition":true,"status":8,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.0,"totalDistance":41.36,"motion":false,"hours":30000}",0,null
5471339,calamp,14,"2021-07-22 14:05:43","2021-07-22 12:44:47","2021-07-22 12:44:47",1,10.5964755,-71.640593,0,0,157,NULL,"{"sat":0,"carrier":42,"rssi":-89,"modem":79,"hdop":0,"input":255,"ignition":true,"status":8,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.0,"totalDistance":41.36,"motion":false,"hours":60000}",0,null
5471340,calamp,14,"2021-07-22 14:05:43","2021-07-22 12:45:17","2021-07-22 12:45:17",1,10.5964755,-71.640593,0,0,157,NULL,"{"sat":0,"carrier":42,"rssi":-89,"modem":79,"hdop":0,"input":255,"ignition":true,"status":8,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.0,"totalDistance":41.36,"motion":false,"hours":90000}",0,null
5471341,calamp,14,"2021-07-22 14:05:43","2021-07-22 12:45:47","2021-07-22 12:45:47",1,10.5964755,-71.640593,0,0,157,NULL,"{"sat":0,"carrier":42,"rssi":-89,"modem":79,"hdop":0,"input":255,"ignition":true,"status":8,"event":70,"append":0,"acc0":2080374785,"acc1":0,"distance":0.0,"totalDistance":41.36,"motion":false,"hours":120000}",0,null
5471342,calamp,14,"2021-07-22 14:05:44","2021-07-22 12:46:11","2021-07-22 12:46:11",1,10.5964906,-71.6404186,24.25,0.0388769,344,NULL,"{"sat":7,"carrier":42,"rssi":-89,"modem":79,"hdop":11,"input":255,"ignition":true,"status":0,"event":60,"append":0,"acc0":2080374786,"acc1":0,"acc2":3485446657,"acc3":0,"acc4":0,"acc5":0,"acc6":0,"acc7":0,"acc8":0,"acc9":0,"acc10":0,"acc11":0,"acc12":0,"acc13":0,"acc14":0,"acc15":0,"distance":19.16,"totalDistance":60.52,"motion":true,"hours":144000}",0,null
5471343,calamp,14,"2021-07-22 14:05:45","2021-07-22 12:46:11","2021-07-22 12:46:11",1,10.5964906,-71.64041929999999,24.32,0,344,NULL,"{"sat":7,"carrier":42,"rssi":-89,"modem":79,"hdop":11,"input":255,"ignition":true,"status":0,"event":61,"append":0,"acc0":2080374786,"acc1":0,"acc2":3485446657,"acc3":0,"acc4":0,"acc5":0,"acc6":0,"acc7":0,"acc8":0,"acc9":0,"acc10":0,"acc11":0,"acc12":0,"acc13":0,"acc14":0,"acc15":0,"distance":0.08,"totalDistance":60.6,"motion":false,"hours":144000}",0,null
5471344,calamp,14,"2021-07-22 14:05:45","2021-07-22 12:46:39","2021-07-22 12:46:39",1,10.5964853,-71.640445,32.6,0,344,NULL,"{"sat":7,"carrier":42,"rssi":-89,"modem":79,"hdop":11,"input":255,"ignition":true,"status":0,"event":70,"append":0,"acc0":2080374786,"acc1":0,"distance":2.87,"totalDistance":63.47,"motion":false,"hours":172000}",0,null
5471345,calamp,14,"2021-07-22 14:05:46","2021-07-22 12:46:55","2021-07-22 12:46:55",1,10.5964776,-71.64044109999999,33.73,0,344,NULL,"{"sat":7,"carrier":42,"rssi":-89,"modem":79,"hdop":11,"input":254,"ignition":false,"status":0,"event":83,"append":0,"acc0":2080374786,"acc1":0,"acc2":3485446657,"acc3":0,"acc4":0,"acc5":0,"acc6":0,"acc7":0,"acc8":0,"acc9":0,"acc10":0,"acc11":0,"acc12":0,"acc13":0,"acc14":0,"acc15":0,"distance":0.96,"totalDistance":64.43,"motion":false,"hours":172000}",0,null
5471346,calamp,14,"2021-07-22 14:05:46","2021-07-22 12:47:01","2021-07-22 12:47:01",1,10.596476,-71.6404446,33.86,0,344,NULL,"{"sat":8,"carrier":42,"rssi":-89,"modem":79,"hdop":9,"input":254,"ignition":false,"status":0,"event":84,"append":0,"acc0":2080374786,"acc1":0,"acc2":3485446657,"acc3":0,"acc4":0,"acc5":0,"acc6":0,"acc7":0,"acc8":0,"acc9":0,"acc10":0,"acc11":0,"acc12":0,"acc13":0,"acc14":0,"acc15":0,"distance":0.42,"totalDistance":64.85,"motion":false,"hours":172000}",0,null
